,location,floor,floors_count,rooms_count,total_meters,price_per_month,has_metro
1484,-0.7876007233761277,1.10168009809158,0.5456437307787092,-0.6884465103578542,-0.6010099918604936,-0.22869679944556756,0.5784825238071936
1485,,1.0205119973310979,0.5456437307787092,1.3477738287447623,0.7609350641583059,0.14852096082202268,-1.727959124511455
1486,-0.041452669651375215,-0.45332709160023604,-0.21313583020452012,-0.6884465103578542,-0.7042870001380307,-0.4021379107889496,0.5784825238071936
1487,-1.0363167412843786,-1.2687945301824022,-0.3637976271509906,-0.6884465103578542,-0.8085771096247643,-0.6794059066301084,0.5784825238071936
1488,-0.7876007233761277,0.5007086526772332,1.0971273867907931,-0.6884465103578542,-1.164249967475417,-0.22869679944556756,0.5784825238071936
1489,-0.041452669651375215,-0.1908052126512161,-0.3637976271509906,-0.6884465103578542,-0.2588521511682368,-1.010511838794774,0.5784825238071936
1490,1.202127419889879,0.20504455872792327,-0.3637976271509906,1.3477738287447623,0.8516267851161842,0.7774530006846491,0.5784825238071936
1491,0.7046953840733774,-0.1908052126512161,-1.204311690716536,-0.6884465103578542,-0.2588521511682368,-0.8316574407544597,-1.727959124511455
1492,-1.0363167412843786,0.20504455872792327,0.6273782333673797,0.46370040583401123,0.622754428499615,-0.022845699969008034,0.5784825238071936
1493,-1.0363167412843786,1.2489308847285332,0.5456437307787092,-0.6884465103578542,-0.2588521511682368,-0.12061635481646381,0.5784825238071936
1494,-0.041452669651375215,-0.7917766580551053,0.9778946461697838,-0.6884465103578542,-0.46761322015139706,-0.4294946106316077,0.5784825238071936
1495,-0.041452669651375215,-0.45332709160023604,-1.5233990471869647,1.3477738287447623,0.8261849054431338,-0.22869679944556756,0.5784825238071936
1496,-0.041452669651375215,-0.45332709160023604,-0.21313583020452012,-0.6884465103578542,-0.6543563598129256,-0.4864990224198952,0.5784825238071936
1497,-1.2850327591926296,0.7367918722599535,1.5368195913008191,-0.6884465103578542,0.09682070668289369,1.7173981888053067,0.5784825238071936
1498,-0.041452669651375215,0.6246622259485973,0.7046924403230379,-0.6884465103578542,-0.3811365321367625,-0.8316574407544597,0.5784825238071936
1499,-0.7876007233761277,1.10168009809158,1.0387533838637917,-0.6884465103578542,-0.7556651052371384,-0.12061635481646381,0.5784825238071936
1500,2.196991491522882,0.5007086526772332,0.45895267383885374,0.46370040583401123,0.12875707552631524,-0.8316574407544597,-1.727959124511455
1501,1.699559455706381,-1.2687945301824022,-1.204311690716536,-0.6884465103578542,-0.2588521511682368,-1.0605615429371196,-1.727959124511455
1502,-1.2850327591926296,-0.1908052126512161,-1.204311690716536,-0.6884465103578542,-1.4484445702608795,0.40298605329186993,0.5784825238071936
1503,1.202127419889879,-0.1908052126512161,0.5456437307787092,-0.6884465103578542,-1.3730110364582497,-0.4297718955227549,0.5784825238071936
1504,-1.2850327591926296,-0.7917766580551053,0.3666648798186302,1.3477738287447623,1.8750939494507313,2.2617248461825072,0.5784825238071936
1505,0.20726334825687565,0.36214034699663594,-0.21313583020452012,0.46370040583401123,0.44662461706152223,-0.7154031246025551,-1.727959124511455
1506,-1.0363167412843786,-0.7917766580551053,0.2680075229344173,0.46370040583401123,0.5242612841713559,0.14852096082202268,0.5784825238071936
1507,-0.7876007233761277,0.6246622259485973,0.5456437307787092,-0.6884465103578542,-0.2588521511682368,-0.22869679944556756,0.5784825238071936
1508,2.196991491522882,0.7367918722599535,0.6273782333673797,-0.6884465103578542,-0.6543563598129256,-1.010511838794774,-1.727959124511455
1509,-0.29016868755962605,0.20504455872792327,0.5456437307787092,0.46370040583401123,0.5242612841713559,0.0664119147466532,0.5784825238071936
1510,-0.041452669651375215,0.023690780536864485,-0.21313583020452012,-0.6884465103578542,-0.8085771096247643,-0.5784245591817836,0.5784825238071936
1511,-0.041452669651375215,-1.2687945301824022,1.0971273867907931,0.46370040583401123,0.2510414564949118,-0.4294946106316077,0.5784825238071936
1512,1.202127419889879,-0.45332709160023604,-1.5233990471869647,1.3477738287447623,0.9298647823479299,0.42371030256073683,0.5784825238071936
1513,-0.5388847054678769,-0.45332709160023604,0.7780400303146446,0.46370040583401123,0.4728831790721726,0.0664119147466532,0.5784825238071936
1514,-1.2850327591926296,0.6246622259485973,1.0387533838637917,-0.6884465103578542,-0.977506827814053,0.36152062893887216,0.5784825238071936
1515,0.20726334825687565,-0.7917766580551053,-0.9435983371709639,1.3477738287447623,1.7528095684820089,0.36152062893887216,-1.727959124511455
1516,1.202127419889879,0.5007086526772332,1.1532116142107225,-0.6884465103578542,-1.3730110364582497,-0.8316574407544597,0.5784825238071936
1517,-1.2850327591926296,0.36214034699663594,-0.21313583020452012,2.0930822005588845,2.163441213342405,2.339181660027643,0.5784825238071936
1518,-1.0363167412843786,-1.2687945301824022,-1.204311690716536,-0.6884465103578542,-0.977506827814053,-0.27533280510131064,0.5784825238071936
1519,1.4508434377981299,-0.7917766580551053,-0.21313583020452012,-0.6884465103578542,-0.8631174287959631,-0.4864990224198952,-1.727959124511455
1520,-0.041452669651375215,0.20504455872792327,0.9143302037922372,-0.6884465103578542,-0.1630222988772599,-0.022845699969008034,0.5784825238071936
1521,-0.041452669651375215,0.5007086526772332,-0.3637976271509906,0.46370040583401123,0.5242612841713559,-0.22869679944556756,0.5784825238071936
1522,1.202127419889879,-0.1908052126512161,0.162035753689908,-0.6884465103578542,-0.8085771096247643,-0.22869679944556756,0.5784825238071936
1523,-0.041452669651375215,1.0205119973310979,1.0971273867907931,-0.6884465103578542,-0.5585265075220006,-0.22869679944556756,0.5784825238071936
1524,-0.041452669651375215,0.6246622259485973,-0.21313583020452012,0.46370040583401123,0.2510414564949118,-0.3495204569991237,0.5784825238071936
1525,-1.2850327591926296,0.5007086526772332,0.5456437307787092,-0.6884465103578542,-0.7042870001380307,0.19329653792966617,0.5784825238071936
1526,-0.041452669651375215,-0.1908052126512161,-0.21313583020452012,-0.6884465103578542,-0.5585265075220006,-0.8316574407544597,0.5784825238071936
1527,0.7046953840733774,0.023690780536864485,-0.3637976271509906,-0.6884465103578542,-1.3006572958149842,-1.3556702571293366,-1.727959124511455
1528,1.202127419889879,0.36214034699663594,-0.5322231866785241,1.3477738287447623,1.3253689909932005,1.8151688436527624,0.5784825238071936
1529,0.20726334825687565,0.36214034699663594,0.047577523343434965,-0.6884465103578542,-0.46318769845826835,-1.1131789967269454,-1.727959124511455
